Time,a_x fts^2,a_y fts^2,a_z fts^2,Roll rate degs,Pitch rate degs,Yaw rate degs,Roll deg,Pitch deg,Heading deg,Velocity kt,Angle of attack deg,Side-slip angle deg,Latitude,Longitude,Altitude
584.658,-1.450459289,0.3260074781,-32.38877137,0.116983278,0.09086932962,-0.08403107558,-0.7403663312,-3.526953818,44.04010558,122.3426253,-0.8830069879,-0.3746036241,63.92696945,-22.14696728,1403.677749
584.758,-1.468893944,0.3102355505,-32.36306397,0.1235209961,0.08563815091,-0.1089615997,-0.729202845,-3.519232436,44.031384,122.404891,-0.8863103878,-0.3657428035,63.92699925,-22.14686813,1402.912504
584.858,-1.478390476,0.2938288379,-32.36986749,0.1139635129,0.122031787,-0.1252946974,-0.7162280871,-3.508153827,44.01873296,122.4778622,-0.887656611,-0.3531388745,63.92703446,-22.14675094,1402.010136
584.967,-1.476617909,0.2790193845,-32.42465623,0.1004557387,0.1388760495,-0.1271429053,-0.7054491972,-3.494849982,44.00611655,122.5445548,-0.8867215534,-0.3408242302,63.92706698,-22.14664275,1401.17928
585.058,-1.481893454,0.2656707786,-32.38671071,0.08729726259,0.1322645244,-0.1182520753,-0.6960476158,-3.481300556,43.9938322,122.6100699,-0.8917840166,-0.3290065555,63.92709951,-22.14653453,1400.350957
585.158,-1.487938427,0.2546171656,-32.29757603,0.07861647856,0.1493546512,-0.1028906862,-0.6884351049,-3.468567672,43.98367468,122.6689755,-0.8998665737,-0.3194023257,63.92712933,-22.14643532,1399.593577
585.267,-1.488473311,0.2437918043,-32.29415633,0.06954117049,0.1718946689,-0.07775183702,-0.6803899046,-3.451112446,43.97383602,122.7379629,-0.9039979002,-0.3104568763,63.92716459,-22.14631806,1398.69993
585.367,-1.4913455,0.23718993,-32.31720813,0.0618400295,0.1840970101,-0.05064903036,-0.6738064009,-3.433204998,43.96738216,122.8009632,-0.9047573897,-0.3049760996,63.92719714,-22.1462098,1397.876239
585.467,-1.495279352,0.2340627371,-32.35468236,0.05510021197,0.1828684763,-0.02267722316,-0.6679531668,-3.414696499,43.96370151,122.863185,-0.9046012769,-0.3023135883,63.92722971,-22.14610152,1397.053954
585.567,-1.501812023,0.2342519372,-32.38601069,0.04974513985,0.1745553963,0.003556661541,-0.6627125165,-3.396709998,43.96275768,122.9245617,-0.9047888591,-0.3023373376,63.92726228,-22.14599324,1396.233452
585.667,-1.511304213,0.2373429673,-32.39576073,0.04581927452,0.1655075626,0.02610750954,-0.6579409551,-3.379615941,43.96428141,122.9850787,-0.9055212631,-0.3046986457,63.92729485,-22.14588493,1395.41505
585.758,-1.518644589,0.242602488,-32.41298499,0.04298118148,0.1544718731,0.04374775837,-0.6535090679,-3.363488819,43.96784283,123.044662,-0.906804549,-0.3089037072,63.92732744,-22.14577662,1394.598964
585.867,-1.529923394,0.2494602856,-32.41760962,0.04091425544,0.1474003619,0.05569424817,-0.649324763,-3.348456852,43.9729122,123.1033436,-0.9086057514,-0.3143743501,63.92736003,-22.1456683,1393.785356
585.967,-1.538801175,0.2570799298,-32.43034805,0.03918960358,0.1498672145,0.0619748899,-0.6453244735,-3.333554834,43.9789118,123.1611124,-0.9099301996,-0.3205153904,63.92739263,-22.14555996,1392.974291
586.083,-1.543554778,0.2630502015,-32.42736837,0.03783725754,0.1476698068,0.06333316481,-0.6424395558,-3.322291287,43.98369528,123.2037059,-0.9119329772,-0.3252147514,63.92741708,-22.1454787,1392.367727
586.158,-1.535957952,0.2717707415,-32.38538912,0.03680297467,0.1068896988,0.0608240437,-0.6380609883,-3.305617892,43.99110708,123.2682677,-0.9201731783,-0.3321227142,63.92745513,-22.14535228,1391.426762
586.258,-1.572815067,0.2786844778,-32.25276391,0.0366024865,0.1111647993,0.05323232209,-0.6344112853,-3.295882012,43.99697945,123.3229272,-0.9279864256,-0.3372603775,63.92748774,-22.14524391,1390.622316
586.358,-1.578928499,0.2834715947,-32.28057905,0.03506268639,0.1849112706,0.04343492006,-0.6308078349,-3.281285129,44.0019525,123.3768398,-0.9283857728,-0.3413519164,63.92752036,-22.14513553,1389.818826
586.458,-1.578095204,0.2871918855,-32.37232033,0.03059530432,0.2232039989,0.0340253874,-0.6274991726,-3.260556,44.00595795,123.4299267,-0.9235287287,-0.3443753415,63.92755298,-22.14502714,1389.016491
586.567,-1.57587353,0.29009829,-32.4912527,0.02423031303,0.2084341471,0.02424305182,-0.6245131004,-3.236655623,44.00926019,123.486279,-0.91904248,-0.3464825208,63.92758833,-22.14490971,1388.149796
586.658,-1.581403586,0.2916765756,-32.53102355,0.01930498142,0.180829289,0.01594618734,-0.622514392,-3.21865559,44.01122612,123.5331286,-0.9182798988,-0.3473321019,63.92761824,-22.14481033,1387.419358
586.767,-1.589033745,0.2922329674,-32.53504764,0.01452341831,0.1533679267,0.006626746755,-0.6206847402,-3.200494973,44.01258542,123.5876106,-0.9201180944,-0.3472898917,63.92765359,-22.14469287,1386.560033
586.867,-1.595422444,0.2915848417,-32.51388867,0.0108470053,0.1361030339,-0.0006864911193,-0.619417196,-3.185931972,44.01299724,123.6371727,-0.9229765885,-0.3463772922,63.92768622,-22.14458445,1385.770608
586.958,-1.597405874,0.2901867404,-32.50270947,0.007756616749,0.1181805079,-0.005751313752,-0.6185644478,-3.174137392,44.01280066,123.6819911,-0.9261826165,-0.3449709982,63.92771614,-22.14448505,1385.050057
587.058,-1.602442661,0.2881482658,-32.4631468,0.004929711621,0.1073595733,-0.009387941694,-0.6179352294,-3.162838875,44.01213868,123.7303238,-0.9303557329,-0.3430119416,63.92774878,-22.1443766,1384.267159
587.158,-1.606819478,0.2856237015,-32.42284785,0.002189130653,0.08315750984,-0.01086088796,-0.617559322,-3.152540659,44.01113732,123.7820148,-0.9356749169,-0.3406490821,63.92778414,-22.14425912,1383.422362
587.258,-1.614667983,0.2831779827,-32.38543859,0.0002385984261,0.09077250227,-0.01047886461,-0.6174419392,-3.143981534,44.01014999,123.8292775,-0.9395760237,-0.3384682447,63.92781678,-22.14415066,1382.64519
587.358,-1.61667037,0.2810602989,-32.3835295,-0.001757199866,0.1007552788,-0.008295278385,-0.6175117579,-3.135138073,44.00935732,123.8721885,-0.9413108622,-0.3366533975,63.92784671,-22.14405124,1381.9347
587.467,-1.618229628,0.2791292094,-32.3963338,-0.004259977162,0.09833888603,-0.003918959596,-0.6178408769,-3.124126918,44.00877032,123.9223444,-0.9425372486,-0.3349309645,63.92788207,-22.14393373,1381.09739
587.558,-1.620845629,0.2781165114,-32.39941758,-0.006039348254,0.08690512636,0.0005331256658,-0.6183200154,-3.115501744,44.00868391,123.9643074,-0.9440774273,-0.3339218702,63.927912,-22.1438343,1380.391001
587.658,-1.625552231,0.277637217,-32.38902514,-0.007315428882,0.07331950326,0.005466307377,-0.6190000091,-3.107400741,44.00906284,124.0096074,-0.9465608434,-0.3333145084,63.92794464,-22.14372583,1379.622618
587.758,-1.630359885,0.2777545076,-32.37015081,-0.007985425172,0.06091562977,0.01042580429,-0.61984388,-3.100007429,44.01001413,124.0581494,-0.9497707304,-0.333206716,63.92798001,-22.14360831,1378.792706
587.858,-1.636208518,0.2783824899,-32.34524573,-0.008124003906,0.0514203744,0.01432082861,-0.620664069,-3.094328251,44.01133963,124.102518,-0.9529736897,-0.3335496804,63.92801266,-22.14349983,1378.028756
587.967,-1.639218222,0.2794126579,-32.32651771,-0.007999141458,0.04139779288,0.01738499747,-0.6214843718,-3.089572772,44.0130176,124.1464155,-0.95624118,-0.3342294217,63.92804531,-22.14339134,1377.266621
588.067,-1.645118971,0.2807584959,-32.29758726,-0.0076349604,0.0338046149,0.01943367501,-0.6222818216,-3.08579095,44.01495693,124.1899125,-0.9598897786,-0.3351410554,63.92807796,-22.14328285,1376.506082
588.158,-1.649781115,0.282097543,-32.27030483,-0.007087104674,0.03284992672,0.02045037113,-0.6229693962,-3.082691648,44.01687591,124.2294065,-0.9631896641,-0.3360892037,63.92810789,-22.14318341,1375.810073
588.258,-1.65543191,0.2836962735,-32.24960719,-0.00660186161,0.03286002465,0.02078821376,-0.6237231077,-3.079057995,44.01922201,124.2757081,-0.9661527401,-0.3372612952,63.92814326,-22.14306587,1374.988637
588.358,-1.660085853,0.2851584334,-32.24103637,-0.006393634651,0.03189984343,0.02036407591,-0.6243842612,-3.075763852,44.02138478,124.3180455,-0.9683411874,-0.3383125911,63.92817591,-22.14295738,1374.231302
588.458,-1.663778904,0.2865151955,-32.23758626,-0.006355411827,0.02926751049,0.01936432885,-0.6250325853,-3.072601272,44.02347718,124.3600186,-0.9702543827,-0.3392674466,63.92820856,-22.14284889,1373.47476
588.567,-1.667541984,0.287745839,-32.23260173,-0.006403477128,0.02218408133,0.01790065481,-0.6256825459,-3.069951124,44.02544849,124.4016211,-0.9723398283,-0.340074442,63.92824121,-22.14274039,1372.718974
588.667,-1.673133433,0.2887342991,-32.22272763,-0.006393782117,0.0202077762,0.01604271801,-0.6263341225,-3.067815057,44.02725333,124.4429227,-0.9744674463,-0.3406938752,63.92827386,-22.14263189,1371.963872
588.758,-1.677315044,0.2894486832,-32.21853712,-0.006471751017,0.0201955283,0.01412023276,-0.6269876404,-3.065730327,44.02886686,124.4839124,-0.9762822274,-0.3411123666,63.9283065,-22.1425234,1371.209371
588.867,-1.681156603,0.2899315555,-32.21727885,-0.006658009606,0.01912838066,0.01232899174,-0.6276544948,-3.063695516,44.03029306,124.5245962,-0.9779152113,-0.3413403166,63.92833915,-22.1424149,1370.45543
588.958,-1.685771549,0.2902106578,-32.21358226,-0.006884676966,0.01397826687,0.01078062884,-0.628343168,-3.061964071,44.03155135,124.5650084,-0.9796725617,-0.3414004458,63.92837179,-22.1423064,1369.702039
589.067,-1.689656069,0.2903862325,-32.20055762,-0.006972681449,0.01133051486,0.009458475195,-0.629049782,-3.060655946,44.03266426,124.6050394,-0.9822386694,-0.341311547,63.92840444,-22.1421979,1368.949166
589.158,-1.694918628,0.290358217,-32.17278784,-0.006651931865,0.01442136415,0.008507217506,-0.6297447937,-3.059337807,44.03366023,124.6447484,-0.985282899,-0.3411061591,63.92843708,-22.1420894,1368.196644
589.258,-1.697495703,0.2901914428,-32.16694042,-0.006456569832,0.01688053501,0.008070172805,-0.6304111638,-3.057708635,44.03458457,124.6841575,-0.9873374987,-0.3408510846,63.92846972,-22.14198091,1367.444254
589.358,-1.701030473,0.2900307036,-32.16546334,-0.006431936665,0.01680883848,0.008086003934,-0.63106666,-3.055955984,44.03548709,124.7233293,-0.9888938631,-0.3405941479,63.92850236,-22.14187241,1366.691917
589.458,-1.703530154,0.2899316373,-32.16677749,-0.006461279761,0.01378023385,0.008405593597,-0.6316680042,-3.054448564,44.03632946,124.7590051,-0.9902170465,-0.3403879421,63.92853228,-22.14177295,1366.002313
589.558,-1.705703507,0.2898799179,-32.16486972,-0.006393698272,0.005774282315,0.0089789713,-0.6323237012,-3.053287609,44.03729195,124.7977141,-0.9919157554,-0.3402166864,63.92856492,-22.14166446,1365.250062
589.658,-1.710836225,0.2900327997,-32.14059917,-0.006060598667,-0.01927038821,0.009605124272,-0.6330201727,-3.053979227,44.03840761,124.8393272,-0.9952403144,-0.3400975794,63.92860027,-22.14154692,1364.435168
589.758,-1.72078794,0.290137425,-32.10830006,-0.005170172838,-0.01125623709,0.009707101182,-0.6335982152,-3.055740071,44.03947128,124.8775963,-0.9982585258,-0.3400214589,63.92863291,-22.14143843,1363.682742
589.867,-1.71994396,0.2871558233,-32.11201604,-0.006137094816,0.006297227758,0.01056919194,-0.6341140474,-3.055893513,44.04055961,124.9044932,-0.9990045716,-0.338491352,63.92866554,-22.14132994,1362.929816
589.967,-1.713950367,0.2888682089,-32.12141861,-0.008420696668,0.005350024636,0.0124824217,-0.6348749088,-3.055116212,44.0418085,124.8994196,-0.9984429449,-0.3392252989,63.92869817,-22.14122145,1362.176421
590.058,-1.712089568,0.2900136271,-32.11183369,-0.008526023839,-0.001825180983,0.01333404664,-0.635597573,-3.054887653,44.04296765,124.8952444,-0.9989860121,-0.3399321535,63.92872536,-22.14113105,1361.548302
590.167,-1.709101119,0.2913681187,-32.06401824,-0.007070134383,-0.01029197748,0.01333527265,-0.6365354548,-3.055427582,44.04464928,124.8890558,-1.00249175,-0.3409297817,63.92876342,-22.14100448,1360.668274
590.258,-1.710867435,0.292342136,-32.02560705,-0.005538894388,-0.004670060544,0.01232666322,-0.6371820137,-3.056264178,44.04604013,124.8843164,-1.004226589,-0.3417040851,63.92879605,-22.140896,1359.9129
590.367,-1.707714135,0.2929929579,-32.02730769,-0.004583690486,0.003779678557,0.01094145852,-0.6376980799,-3.056230846,44.04730861,124.8792104,-1.004299517,-0.3423754701,63.92882867,-22.14078752,1359.156217
590.458,-1.704751638,0.2935142572,-32.03442222,-0.004222036177,0.002491096525,0.009534301639,-0.6381111147,-3.05581996,44.04834396,124.874804,-1.003788452,-0.3428537318,63.92885857,-22.14068808,1358.461415
590.567,-1.702323311,0.2939955779,-32.0339711,-0.0039997695,-0.007141490358,0.007626734397,-0.6385695413,-3.055893555,44.04938976,124.8699114,-1.003550899,-0.3432222698,63.92889391,-22.14057056,1357.638913
590.658,-1.700866269,0.2941585859,-32.02951964,-0.003773028437,-0.02072235777,0.005834975908,-0.6389385971,-3.05704812,44.05010532,124.8654005,-1.004108749,-0.3433720631,63.92892381,-22.14047112,1356.941807
590.758,-1.702968287,0.2941542321,-32.0035702,-0.00326310017,-0.02753795147,0.003520924011,-0.6393363582,-3.059731016,44.05072844,124.8607108,-1.005281412,-0.3433010778,63.92895914,-22.1403536,1356.116497
590.858,-1.702260109,0.2937859723,-31.99650679,-0.002908116692,-0.02542208173,0.001765304993,-0.6396300174,-3.062134562,44.051065,124.8564027,-1.005778089,-0.3430803609,63.92898904,-22.14025417,1355.416745
590.958,-1.699988348,0.2932354593,-31.9906654,-0.002789574152,-0.02879395064,0.0002820446221,-0.6399499271,-3.064929019,44.05128289,124.8519799,-1.005947741,-0.3426409305,63.92902437,-22.14013665,1354.587977
591.067,-1.702449583,0.292836727,-31.94517066,-0.002599776779,-0.03160328255,-0.0006570619475,-0.6402389326,-3.067974014,44.05136349,124.8475975,-1.008634364,-0.3421147644,63.92905698,-22.14002818,1353.821204
591.158,-1.704681118,0.2921664636,-31.86288058,-0.0008918867843,-0.0113646136,-0.001111775699,-0.6404220299,-3.070117899,44.05136883,124.8428536,-1.014598848,-0.3415360116,63.92908687,-22.13992875,1353.116416
591.258,-1.700757327,0.2911432495,-31.8384553,0.0004585019914,0.01428576116,-0.0005736509526,-0.6404487662,-3.069880577,44.05137002,124.8380127,-1.016002659,-0.3409571455,63.92911948,-22.13982028,1352.344632
591.358,-1.697315822,0.2904143868,-31.85312811,0.0005469522288,0.02194735811,0.0008495055491,-0.6404031582,-3.067950359,44.05147185,124.8332119,-1.014857987,-0.3405296978,63.92915208,-22.13971181,1351.569591
591.458,-1.696253997,0.2899895498,-31.87720919,0.0001245483335,0.02360717273,0.002488848316,-0.6403770987,-3.06560608,44.05172975,124.8284301,-1.012988508,-0.3402857641,63.92918469,-22.13960334,1350.791449
591.558,-1.693291422,0.2898243137,-31.9071852,-0.0004126954784,0.02319895261,0.004061807411,-0.6404000782,-3.06314757,44.05214911,124.8236554,-1.010885322,-0.3402200573,63.92921729,-22.13949487,1350.010456
591.658,-1.69538457,0.2900704943,-31.91586272,-0.0009540073982,0.01316005869,0.005451007826,-0.6404904614,-3.061236894,44.05277232,124.8187617,-1.00934445,-0.3403093789,63.92925261,-22.13937737,1349.161489
591.758,-1.693208964,0.290456609,-31.93510899,-0.001143330228,0.01450944718,0.006209791285,-0.6406075724,-3.05974818,44.05345207,124.8113886,-1.007843544,-0.3406204184,63.92928521,-22.1392689,1348.375346
591.867,-1.691385952,0.291287289,-31.95503935,-0.0007831312262,0.009356200083,0.006321614878,-0.6407233214,-3.058548248,44.05418452,124.794048,-1.00639319,-0.3414003414,63.92931781,-22.13916044,1347.586994
591.958,-1.689961254,0.2920157365,-31.96566429,-0.0001499886423,0.01008235646,0.005680417286,-0.6407790176,-3.057626567,44.05483109,124.779381,-1.005042987,-0.3420258811,63.92934769,-22.13906102,1346.86251
592.067,-1.688974595,0.2927592263,-31.96915402,0.0005510032505,0.01316158351,0.004324252093,-0.6407739389,-3.056380854,44.05548978,124.7620532,-1.004430285,-0.3426305903,63.929383,-22.13894352,1346.004172
592.158,-1.685811002,0.2931726938,-31.94336271,0.00173001197,0.02356720411,0.002941044942,-0.640684181,-3.054644152,44.05591691,124.7471681,-1.005591184,-0.3429729498,63.92941288,-22.13884409,1345.27603
592.258,-1.684247166,0.2935139863,-31.92552459,0.002707177824,0.02251457577,0.001392304868,-0.6404573257,-3.052106332,44.0562662,124.7309056,-1.005346849,-0.3431740919,63.92944819,-22.13872659,1344.413065
592.358,-1.683134527,0.2933147019,-31.94174746,0.003162033359,0.02952981835,-2.935482646e-05,-0.640198303,-3.049747804,44.05642386,124.714896,-1.004218528,-0.3433032669,63.92947806,-22.13862717,1343.680773
592.458,-1.679990445,0.2931996039,-31.96458426,0.003151196459,0.0365053636,-0.001357222262,-0.6398895688,-3.04637565,44.05645536,124.6988555,-1.001986965,-0.3432589951,63.92951065,-22.13851872,1342.879793
592.558,-1.676340091,0.2929212899,-31.98910326,0.002727922128,0.0353452688,-0.002438386994,-0.6395795905,-3.042287831,44.05635704,124.6827629,-0.9992910085,-0.3430384993,63.92954596,-22.13840122,1342.009852
592.667,-1.673705681,0.2924384801,-32.01588234,0.002272440229,0.02501460494,-0.003246090814,-0.6393414092,-3.039162791,44.05617389,124.6654951,-0.9975581909,-0.3428403397,63.92957854,-22.13829276,1341.205089
592.767,-1.672359729,0.2921439041,-32.0136062,0.002077139376,0.01425254166,-0.004016272617,-0.6391370182,-3.037105504,44.0559115,124.6508023,-0.996679776,-0.3424607066,63.92961113,-22.1381843,1340.398842
592.858,-1.672554877,0.2916055967,-32.01033496,0.002088533675,0.01001164821,-0.004730655925,-0.6389428458,-3.035911267,44.05557449,124.6349222,-0.9961857873,-0.3420601714,63.92964371,-22.13807585,1339.59115
592.958,-1.67136572,0.2908760353,-32.01984976,0.002081357928,0.01413201433,-0.005170231588,-0.6387615674,-3.034798508,44.05520968,124.6191687,-0.9953183396,-0.3417000959,63.92967358,-22.13797643,1338.849474
593.058,-1.667325678,0.2901334896,-32.04954549,0.001791690831,0.01598427177,-0.005199716299,-0.6385586098,-3.033055232,44.05474968,124.6035105,-0.9924620465,-0.3411735235,63.92970888,-22.13785894,1337.971403
593.158,-1.663592207,0.2893580263,-32.14158218,4.944761577e-05,-0.003849802138,-0.004872629229,-0.6384640058,-3.032147907,44.05434291,124.5871914,-0.9857479527,-0.3408755077,63.92974146,-22.13775048,1337.159829
593.258,-1.662457963,0.2888847309,-32.17577509,-0.001828780788,-0.02785526792,-0.004800997858,-0.6385544152,-3.033615769,44.05395917,124.5735,-0.9833810083,-0.3404769918,63.92977404,-22.13764203,1336.348069
593.367,-1.663184739,0.2884847139,-32.16125966,-0.003459917091,-0.04249116375,-0.004938777051,-0.6388286237,-3.037109577,44.05357161,124.5574176,-0.9834691912,-0.3401542694,63.92980662,-22.13753357,1335.536396
593.458,-1.66315117,0.2879621268,-32.14088215,-0.00456729807,-0.0470802815,-0.005030170063,-0.6392043796,-3.041198437,44.05320362,124.54402,-0.984329841,-0.3397994385,63.92983648,-22.13743416,1334.792346
593.567,-1.661697836,0.2874002001,-32.11845814,-0.005659339548,-0.04623675408,-0.004860200418,-0.639766763,-3.046231783,44.05276973,124.5284322,-0.9852501904,-0.3393915879,63.92987177,-22.13731666,1333.91276
593.658,-1.659447481,0.2870205648,-32.10760871,-0.006525907032,-0.04405658543,-0.00442568209,-0.6403325467,-3.050326424,44.05243012,124.5167193,-0.985723918,-0.3390402367,63.92990163,-22.13721725,1333.168093
593.758,-1.657454654,0.286651324,-32.09676985,-0.007423180848,-0.04221613664,-0.00369635114,-0.6410395747,-3.054580458,44.05211741,124.5027461,-0.9859482901,-0.3387817989,63.92993421,-22.13710879,1332.355169
593.867,-1.655568845,0.2864156582,-32.08533637,-0.00819639064,-0.0412851328,-0.002758242728,-0.6418974708,-3.05903476,44.05186934,124.4865567,-0.9860082309,-0.3386542029,63.9299695,-22.1369913,1331.473722
593.967,-1.653664889,0.2863027673,-32.07987047,-0.008651375968,-0.04129279423,-0.001897496358,-0.6427517585,-3.063101056,44.05173141,124.4742699,-0.9860728533,-0.3385484089,63.93000207,-22.13688284,1330.659269
594.058,-1.650332498,0.2861704904,-32.09685318,-0.008919039081,-0.042451796,-0.001133300248,-0.6436401841,-3.067182938,44.0516756,124.4610168,-0.9846228898,-0.3385971128,63.93003464,-22.13677439,1329.843962
594.158,-1.646407548,0.2861360018,-32.18411087,-0.01046484619,-0.06357804643,-0.0005640354623,-0.6446072682,-3.072170816,44.05169058,124.4485459,-0.9786911408,-0.3387902925,63.93006722,-22.13666593,1329.028069
594.258,-1.647336171,0.286537472,-32.19827489,-0.0115039465,-0.08648976661,-0.0007468005061,-0.6457218453,-3.0795832,44.0517304,124.4362769,-0.9773273011,-0.338972978,63.93009979,-22.13655747,1328.212281
594.358,-1.648596925,0.2867839986,-32.17525165,-0.01150528856,-0.09669633126,-0.001570649897,-0.646889492,-3.088737821,44.05171936,124.4242803,-0.9783366084,-0.3390830501,63.93013237,-22.13644901,1327.396728
594.458,-1.649717719,0.28677003,-32.13488478,-0.01111849706,-0.09595473901,-0.002589860427,-0.6480341605,-3.098376453,44.05161339,124.4113273,-0.9798438863,-0.3391405941,63.93016494,-22.13634055,1326.581183
594.567,-1.648159997,0.2866521418,-32.11065812,-0.01086717697,-0.090463112,-0.003458909191,-0.6491435389,-3.107682469,44.05141026,124.3999705,-0.981056611,-0.339066441,63.93019751,-22.13623209,1325.765354
594.667,-1.646467071,0.2863799729,-32.09392427,-0.01093581382,-0.08453195476,-0.004020402047,-0.6502426966,-3.116397315,44.05113384,124.3889184,-0.9818106759,-0.33893525,63.93023009,-22.13612362,1324.949001
594.758,-2.540376381,0.2898161115,-31.29214659,0.0001400891986,1.549642703,-0.02254005989,-0.6510852769,-3.102278342,44.05056476,124.3789799,-0.9487612285,-0.3387637128,63.93025995,-22.13602419,1324.19907
594.858,-1.843484638,0.2742862975,-35.92423807,-0.05245278148,3.962585901,0.01069164919,-0.6527499248,-2.779277642,44.04899206,124.363181,-0.6658903801,-0.3410815383,63.93029523,-22.1359067,1323.311594
594.967,-1.565348075,0.2878033916,-39.75018541,-0.1370530931,3.819665705,0.0790471231,-0.6620344384,-2.378785444,44.05333667,124.3343459,-0.4245733091,-0.350100935,63.9303278,-22.13579824,1322.532626
595.058,-2.357432082,0.3172776217,-41.02655988,-0.1680423534,5.012537696,0.1021943884,-0.6778909902,-1.996194384,44.06321132,124.2966585,-0.2590126754,-0.3642178818,63.93036037,-22.1356898,1321.829045
595.158,-1.690874887,0.3318702386,-45.73113656,-0.2113408921,6.462839148,0.1411025807,-0.6963318423,-1.4045003,44.07494174,124.2439474,0.03377198163,-0.3826453399,63.93039293,-22.13558137,1321.219914
595.258,-1.468243439,0.3631579586,-49.0420926,-0.2548847888,6.101762664,0.1770809814,-0.7177114631,-0.8205925126,44.08967161,124.1768598,0.2415647792,-0.4039385949,63.93042276,-22.13548201,1320.781592
595.358,-1.450339671,0.4060702895,-50.64335575,-0.26010609,5.241827293,0.1725278982,-0.7460831117,-0.2031620161,44.10921481,124.0781637,0.3464162322,-0.4301289743,63.93045801,-22.13536464,1320.44859
595.467,-1.518212713,0.4368137732,-50.65459467,-0.2271708497,4.716801532,0.1261826726,-0.7707758805,0.2939515323,44.12469552,123.9709146,0.3544196872,-0.4506517375,63.93049051,-22.13525637,1320.332961
595.558,-1.566269155,0.4530388382,-50.25223671,-0.1891706463,4.532630626,0.06382427561,-0.7899983682,0.7169138866,44.13383136,123.8624494,0.3355097705,-0.463854108,63.93052028,-22.1351572,1320.38883
595.658,-1.58143066,0.4586643473,-49.83312544,-0.1600120963,4.521594969,-0.009738729301,-0.8074278951,1.168727953,44.13692673,123.733711,0.3160454772,-0.4712653123,63.93055271,-22.13504911,1320.622131
595.758,-1.564213799,0.4538039644,-49.56784803,-0.1535859547,4.573777443,-0.08301924781,-0.8242085216,1.661175248,44.13220494,123.5814365,0.3065852928,-0.4715154749,63.93058779,-22.13493215,1321.073051
595.858,-1.535148879,0.4423681904,-49.44149276,-0.1702711063,4.604945515,-0.1382629918,-0.8401866047,2.120310495,44.12134807,123.4300758,0.306171138,-0.465741533,63.9306201,-22.13482433,1321.669374
595.958,-1.503497547,0.4268152024,-49.34925795,-0.2030294079,4.604802771,-0.1790068973,-0.8586266859,2.581090645,44.10561957,123.2692189,0.3089359826,-0.4557203051,63.93065235,-22.13471667,1322.437026
596.058,-0.9835257034,0.4154679785,-48.15714417,-0.2433731021,1.402660177,-0.1751346864,-0.8813096914,2.902416437,44.08830318,123.0985637,0.166389458,-0.442842006,63.93068454,-22.13460919,1323.378729
596.158,-1.484987454,0.3994760684,-43.63408397,-0.2146944898,0.4504309572,-0.2296050447,-0.9046403782,2.979957399,44.0685973,122.9287645,-0.1077006755,-0.4247504402,63.93071665,-22.13450187,1324.475724
596.258,-1.640928902,0.3636977413,-40.6151973,-0.1891909126,0.9530993699,-0.2799466205,-0.9246806323,3.04248771,44.04318144,122.7610222,-0.295513335,-0.4016602587,63.93074869,-22.13439473,1325.683833
596.367,-1.589991669,0.324361832,-39.44079427,-0.2038989686,1.658086272,-0.2914217775,-0.9439498803,3.171505427,44.01439491,122.5937149,-0.3663405714,-0.3771710898,63.93078066,-22.13428775,1326.973939
596.467,-1.489966519,0.2925265055,-39.34658381,-0.2492424547,2.07874122,-0.2640202219,-0.9662829178,3.359495954,43.98633226,122.4238031,-0.3666658851,-0.3555412539,63.93081256,-22.13418096,1328.334861
596.558,-1.407380469,0.2729538959,-39.56160095,-0.300005779,2.20043914,-0.2128521469,-0.9936098167,3.574950513,43.9622433,122.2289829,-0.3451402832,-0.3401483804,63.93084439,-22.13407433,1329.765717
596.667,-1.356023719,0.2643257874,-39.71372085,-0.3370405792,2.160755815,-0.1539836239,-1.025477597,3.793987252,43.94373468,122.0267903,-0.326549819,-0.3314325475,63.93087614,-22.1339679,1331.2685
596.767,-1.326927371,0.2642028803,-39.71423391,-0.3537357723,2.078773488,-0.09829378018,-1.060134516,4.006379003,43.93103629,121.820459,-0.3174071943,-0.3291875775,63.93090783,-22.13386165,1332.844503
596.867,-1.307190237,0.2704004073,-39.60704115,-0.3509331844,2.012472752,-0.05211193729,-1.095538312,4.211047565,43.92350801,121.6100826,-0.3151312827,-0.3325932758,63.93093943,-22.1337556,1334.493532
596.967,-1.288444237,0.2808873563,-39.46319896,-0.3333006234,1.972486081,-0.01859010822,-1.129935642,4.410326299,43.92003429,121.3951028,-0.3155144637,-0.3404398857,63.93097097,-22.13364975,1336.214356
597.067,-1.267608373,0.2939438067,-39.32510771,-0.306454521,1.949376222,0.001075538039,-1.162099488,4.606500893,43.91928128,121.1766,-0.3150776354,-0.3512722121,63.93100242,-22.13354411,1338.005364
597.158,-1.246620189,0.3068734639,-39.2301207,-0.2787495529,1.925475161,0.007048520471,-1.189056711,4.784293804,43.91979664,120.9731655,-0.3117312554,-0.3625959817,63.93103118,-22.13344746,1339.707523
597.267,-1.221729724,0.3214624196,-39.1173765,-0.2462004209,1.894470608,0.0001456229057,-1.217621652,4.991388871,43.92044007,120.7267952,-0.3090824949,-0.3761702746,63.93106508,-22.13333347,1341.792419
597.367,-1.199864311,0.332994363,-38.98682405,-0.2196603464,1.868297448,-0.01759597206,-1.240995737,5.17966924,43.91981002,120.4973988,-0.3071446276,-0.3874632716,63.93109628,-22.13322848,1343.78606
